pronun_list,word
멀티플스로,multiple
멀티플아트,multiple
멀티플파울,multiple
멍크,Monk
멍키댄스,monkey
멍키스패너,monkey
메가다인,megadyne
메가데스,megadeath
메가바,megabar
메가비트,megabit
메가사이클,megacycle
메가스테네스,Megasthenes
메가톤에너지,megaton
메가헤르츠,megahertz
메간트로푸스,Meganthropus
메거,Megger
메그옴,megohm
메난드로스,Menandros
메네스,Menes
메넬라오스,Menelaos
메넬리크,Menelik
메논,Menon
메달플레이,medal
메더워,Medawar
메데이아,Medeia
메들리레이스,medley
메들리릴레이,medley
메디신볼,medicine
메디치,Medici
메디컬,medical
메르센,Mersenne
메르쿠리,Mercouri
메르쿠리우스,Mercurius
메를로퐁티,MerleauPonty
메리스튜어트,Mary
메리위도,Merry
메리트시스템,merit
메리트프로모션프로그램,merit
메링,Mehring
메메트,Mehmet
메모리덤프,memory
메모리맵,memory
메모리스코프,memory
메모홀더,memo
메브,MeV
메세,Messe
메소토륨,mesothorium
메소토미,mesotomy
메소트론,mesotron
메스트르,Maistre
메시아니즘,Messianism
메시앙,Messiaen
메시에,Messier
아르엔에이,RNA
메이데이,May
메이스필드,Masefield
메이예,Meillet
메이저리그,Major
메이저파울,major
메인,Main
메인루틴,main
메인슬,mainsail
메인이벤트,main
메인타이틀,main
메인테이블,main
메인폴,main
메인프레임컴퓨터,main
메일슈트,mail
메일크레디트,mail
메커니컬실,mechanical
메커니컬오토메이션,mechanical
메커버너,Meker
메커트로닉스,mechatronics
메타스타시오,Metastasio
메타크로머시,metachromasy
메타크실렌,metaxylene
메탄가스,methane
메탈라스,metal
메탈렌즈,metal
메탈리카베고니아,metallica
메탈릭,metallic
메탈백,metal
메탈베이스,metal
메탈세라믹,metal
메탈스키,metal
메탈케틸,metal
메탈테이프,metal
메탈할로이드램프,metal
메테르니히,Metternich
메트로폴리탄오페라하우스,Metropolitan
메틸그린,methyl
메틸레드,methyl
메틸렌블루,methylene
메틸바이올렛,methyl
메틸벤젠,methylbenzene
메틸셀룰로오스,methyl
메틸알코올,methyl
메틸에테르,methyl
메틸에틸케톤,Methyl
메틸오렌지,methyl
메피스토,Mephisto
메피스토펠레스,Mephistopheles
멕시코달러,Mexico
멘데레스,Menderes
멘델,Mendel
멘델레예프,Mendeleev
멘델리즘,Mendelism
멘델스존,Mendelssohn
멘드비랑,Maine
멘셰비즘,Menshevism
멘스트루에이션,menstruation
멘시코프,Menshikov
멘첼,Menzel
멜라네시아,Melanesia
멜란히톤,Melanchthon
필리프,Philipp
멜람푸스,Melampus
멜런,Mellon
멜레나,melena
멜레아그로스,Meleagros
멜로,melo
멜로초,Melozzo
다포를리,da
멜리스,Mehlis
멜릴라이트,melilite
데임,Dame
넬리,Nellie
멤논,Memnon
멩거,Menger
멩켄,Mencken
모,mho
모나르키아니즘,Monarchianism
모네,Monet
모네라,Monera
모네플랜,Monnet
모넬메탈,Monel
모노,Monod
모노마니아,monomania
모닐리아,monilia
모닝코트,morning
모닝콜,morning
모던디자인,modern
모던발레,modern
모던아트,modern
모던재즈,modern
모던크래프트,modern
모던클래식,modern
모델케이스,model
모듈러셀,modular
모듈러프로그래밍,modular
모드필터,mode
모딜리아니,Modigliani
모라,mora
모랑,Morand
모럴리스크,moral
모렐리,Morelli
모로,Moreau
모루아,Maurois
모르가니,Morgagni
모르겐슈테른,Morgenstern
모르타르펌프,mortar
모리,Moury
매슈,Matthew
폰테인,Fontaine
모리스댄스,morris
모리아크,Mauriac
모멘트뮤지컬,moment
모모스,Momos
모방,Maubant
모베리,Moberg
모비,Moby
모빌아이,mobile
모빌햄,mobile
모사데크,Mosaddeq
모사사우루스,Mossasaurus
모션트레이서,motion
모션피칭,motion
새뮤얼,Samuel
모스그린,moss
모스트랜지스터,MOS
모어,More
모에라이,Moerai
모이만,Meuman
모이즈,Moyse
모자이크글라스,mosaic
모카커피,Mocha
모터그레이더,motor
모터바이시클,motor
모터바이크,motor
모터사이렌,motor
모터쇼,motor
모터스쿠터,motor
모터스포츠,motor
모터오일,motor
모티베이션리서치,motivation
모파상,Maupassant
모페르튀이,Maupertuis
모펫,Moffet
모헤어플러시,mohair
모헤어플리스,mohair
모헨조다로,MohenjoDaro
몬나반나,Monna
몬드가스,Mond
몬드니켈,Mond
몬탈레,Montale
몬테베르디,Monteverdi
몬테소리,Montessori
몬테수마,Montezuma
몬테코르비노,Monte
몬텔리우스,Montelius
몰,mole
몰딩,moulding
몰레큘러시브,Molecular
몰렉,Molech
몰로토프,Molotov
몰로토프플랜,Molotov
몰록,Moloch
몰리나,Molina
몰리니즘,Molinism
몰트위스키,malt
몰트케,Moltke
몸,Maugham
몸젠,Mommsen
몹신,mob
몽골피에,Montgolfier
몽생미셸,MontSaintMichel
몽주,Monge
가스파르,Gaspard
몽테뉴,Montaigne
몽테를랑,Montherlant
몽테스키외,Montesquieu
몽퇴,Monteux
몽티셀리,Monticelli
몽포르,Montfort
시몽,Simon
무니에,Mounier
무르나우,Murnau
무리요,Murillo
무비카메라,movie
무사,Mousa
무세이온,Museion
무솔리니,Mussolini
무스카루핀,Muscarufin
무스카린,Muskarin
무스펠헤임,Muspelheim
무아상,Moissan
무아위야,Muawiyah
무질,Musil
무트,Mut
무하람,Muharram
무함마드,Muhammad
무히카라이네스,Mujica
문스톤,moon
문피시,moon
뮈르달,Myrdal
뮈세,Musset
뮤어,Muir
뮤지컬드라마,musical
뮤지컬소,musical
뮤지컬쇼,musical
뮤지컬코미디,musical
뮤지컬플레이,musical
뮤직드라마,music
뮤직라이브러리,music
뮤직마이너스원,music
뮤직바,music
뮤직비디오,music
뮤직센터,music
뮤직홀,music
미냐르,Mignard
미너렛,minaret
미네랄워터,mineral
미네랄테레빈,mineral
미노,Minaux
미노스,Minos
미노타우로스,Minotauros
미뇽,Mignon
미니,Meany
미니멀,minimal
미니멀아트,minimal
미니어처세트,miniature
미니어처슈나우저,miniature
미니카메라,mini
미니커뮤니케이션,mini
미드십엔진,midship
미들랜드,Midlands
미들아이언,middle
미들포,middle
미들허들레이스,middle
미들홀,middle
미디블라우스,middy
미디스커트,middy
미디안,Midian
미디어믹스,media
미디어포럼,media
미디어플레이어,media
미디엄숏,medium
미디재킷,middy
미라,mirra
미라보,Mirabeau
빅토르,Victor
리케티,Riqueti
미러볼,mirror
미론,Myron
미르보,Mirbeau
미마스,Mimas
미사일모니터,missile
미셀콜로이드,micelle
미션스쿨,mission
미셰르,Miescher
미슐레,Michelet
미스코리아,Miss
미스탱게트,Mistinguett
미시즈,Mrs
미싱링크,missing
미요,Milhaud
미자르,Mizar
미제너레이션,me
미처리히,Mitscherlich
미추린,Michurin
미츠키에비치,Mickiewicz
미카엘,Michael
미켈란젤로,Michelangelo
미켈로초,Michelozzo
디바르톨롬메오,di
미코톡신,mycotoxin
미코플라스마,mycoplasma
미크론,micron
미키마우스,Mickey
미터톤,meter
미트가르트,Midgard
미트라,Mithra
로마노프,Romanov
미헬스,Michels
민스비프,mince
민스에그스,mince
민스파이,mince
밀,mil
밀라노트리엔날레,Milano
밀랑,Millerand
알렉상드르,Alexandre
밀레이,Millay
밀레이,Millais
밀레투스,Miletus
밀롱가,milonga
밀류코프,Milyukov
밀른,Milne
밀리갈,milligal
밀리리터,milliliter
밀리몰,millimole
밀리미크론,millimicron
밀리바,millibar
밀리볼트,millivolt
밀리컨,Millikan
밀리터리,military
커터,cuttter
밀크셰이크,milk
밀크푸드,milk
밀티아데스,Miltiades
밉스,MIPS
밍크코트,mink
바,var
바그너,Wagner
폰야우레크,von
바나흐,Banach
바냐루카,Banja
바너드,Barnard
바니안,banyan
바덴바덴,Baden
바돌리오,Badoglio
바딘,Bardeen
바라바,Barabbs
바레니우스,Varenius
바레일리,Bareilly
바로,Varro
바로네,Barone
바로다,Baroda
바로하,Baroja
네시,Nessi
바루크,Baruch
바르,Bahr
바르부르크,Warburg
바르뷔스,Barbusse
바르톨루스,Bartolus
바르트,Barth
바르트,Barthes
바를라흐,Barlach
에른스트,Ernst
바리,Barye
바리오스,Barrios
바모,Ba
바버리,Barbary
바베이도스,Barbados
바뵈프,Babeuf
바비즘,Babism
바비츠,Babits
바사리,Vasari
바서만,Wassermann
바수반두,Vasubandhu
바수톨란드,Basutoland
바슐라르,Bachelard
바스켓카운트,basket
바스크,Basque
바스테르,Basseterre
바스트,Bast
바스티안,Bastian
바스티앵르파주,BastienLepage
바스티유,Bastille
바실루스,bacillus
바실리우스,Basilius
바얀,Bayan
바양,Vailland
바예호,Vallejo
바오바브,baobab
바우마이스터,Baumeister
바우스러스터,bow
바우어,Bauer
바우처시스템,voucher
바운더리라인,boundary
바움가르텐,Baumgarten
바이더벡,Beiderbecke
바이덴라이히,Weidenreich
바이바르스,Baybars
바이스,Weiss
바이스마니즘,Weismannism
바이스만,Weismann
바이아메리칸,buy
바이어,Beyer
바이어,Baeyer
바이어슈트라스,Weierstrass
바이어스테이프,bias
바이얼런트디그,violent
바이오메트리,biometry
바이온트댐,Vaiont
바이올로지,biology
바이올린소나타,violin
바이옵시,biopsy
바이츠만,Weizmann
바이탈륨,Vitallium
바이털사인,vital
바이파이,BiFi
바인가르트너,Weingartner
바인헤버,Weinheber
바쟁,Bazin
바제도,Basedow
바조프,Vazov
바지라인,barge
바커스,Bacchus
바켄로더,Wackenroder
바켈리,Bacchelli
바쿠스,Bacchus
바크라댐,Bhakra
바클라,Barkla
바킬리데스,Bacchylides
바타니,Battani
바타유,Bataille
앙리,Henry
바터시스템,barter
바토,Watteau
바토니,Batoni
바투,Batu
바티,Baty
바하이즘,Bahaism
바하칼리포르니아,Baja
바흐,Bach
바흐오펜,Bachofen
박스스타일,box
박스스패너,box
박스코트,box
박스플리츠,box
박테리아리칭,bacteria
박테리오로돕신,Bacteriorhodopsin
박테리오신,Bacteriocin
박트리아,Bactria
반,barn
반다이크,Van
반댄스,barn
반델로,Bandello
반둥,Bandoeng
반에이크,Van
반자르마신,Bandjarmasin
반텐,Banten
반투스탄,Bantustan
반투홈랜드,Bantu
판트호프,vant
발데르,Balder
발도비네티,Baldovinetti
발둥,Baldung
발드르,Baldr
발라,Valla
발라,Walras
발라동,Valadon
발라드오페라,ballad
발라존,balazone
발라흐,Wallach
발레시어터,Ballet
발렌슈타인,Wallenstein
발리슛,volley
발리킥,volley
발리힌두,Bali
발머,Balmer
발보아,balboa
발자크,Balzac
발키리,Valkyrie
발타리,Waltari
발터,Walther
폰데어포겔바이데,von
발퇴펠,Waldteufel
발할라,Valhalla
방,Bang
방다,Benda
방빌,Banville
배기팬츠,baggy
배드마크시스템,bad
배럴스커트,barrel
배리,Barrie
배리스터,varistor
배브콕보일러,Babcock
배비지,Babbage
배빗,Babbitt
배빗메탈,Babbitt
배스,bath
배젓,Bagehot
배처플랜트,batcher
배치파일,batch
배치프로세싱,batch
배큐엄콘크리트,vacuum
배턴,baton
배턴존,baton
배턴터치,baton
배튼,batten
배틀로열매치,battle
배틀재킷,battle
배팅오더,batting
배핀랜드,Baffin
백가드,back
백그린,back
백기어,back
백노이즈,back
백다이브,back
백드롭,back
백라이팅,back
백라인,back
백로,back
백사이드킥,backside
백센터,back
백스테이지,back
백스텝,back
백스페이스키,backspace
백업시스템,backup
백차지,back
백토스,back
백트래킹,back
밴더그래프,Van
밴드위스,bandwidth
밴조,banjo
밴팅,Banting
밸런타인데이,Valentine
밸브시트,valve
밸브트롬본,valve
뱅,bang
뱅크딜링,bank
뱅킹시스템,banking
버기카,buggy
맥팔레인,Macfarlane
버니,Burney
버니어캘리퍼스,vernier
버니언,Bunyan
버드,Byrd
버라이어티쇼,variety
버랙터다이오드,varactor
버마,Burma
버마루트,Burma
버뮤다그래스,Bermuda
버뮤다팬츠,Bermuda
버밀리온,vermilion
버밍엄,Birmingham
버번위스키,bourbon
버블보이,bubble
버블소트,bubble
버스트포인트,bust
버지니아플랜,Virginia
버추얼,virtual
버코프,Birkhoff
버크화이트,BourkeWhite
버킷엘리베이터,bucket
버킷컨베이어,bucket
버킷펌프,bucket
버터나이프,butter
버터옐로,butter
버터케이크,butter
버터크림,butter
버터플라이밸브,butterfly
버트레스댐,buttress
버튼다운스커트,buttondown
버튼다운칼라,buttondown
버튼스위치,button
버튼홀스티치,buttonhole
버티컬라인,vertical
버티컬블라인드,vertical
번스,Byrnes
번스타인,Bernstein
번존스,BurneJones
번지점프,bungee
번치,Bunche
번트시에나,burnt
번트앤드런,bunt
번트히트,bunt
벌룬스커트,balloon
벌류트펌프,volute
벌커나이즈드파이버,vulcanized
벌컨,Vulcan
벌크라인,bulk
벌크와인,bulk
벌키스웨터,bulky
벙커힐,Bunker
베가톤,begaton
베강,Weygand
베게너,Wegener
비긴,Begin
베나벤테,Benavente
베냐민,Benjamin
베네룩스,Benelux
베네치아노,Veneziano
베네티테스,bennettites
이넉,Enoch
아널드,Arnold
베누스,Venus
베니딕트,Benedict
베니션,Venetian
베니션블라인드,Venetian
베니스비엔날레,Venice
베데커,Baedeker
베데킨트,Wedekind
베델,Bethell
베도스,Beddoes
베드신,bed
베들링턴테리어,Bedlington
피에르장,Pierre
드,Jean
베렌스,Behrens
베로네세,Veronese
파올로,Paolo
칼리아리,Caliari
베로니카,Veronica
베로키오,Verrocchio
베르가,Verga
베르거,Berger
베르겐그륀,Bergengruen
베르기우스,Bergius
베르길리우스,Vergilius
베르나노스,Bernanos
베르나르,Bernhardt
베르나르,Bernard
클레르보,Clairvaux
베르나르댕,Bernardin
드생피에르,de
베르나르트,Beernaert
베르너,Werner
베르너,Verner
베르네,Vernet
베르뇌,Berneux
베르누이,Bernoulli
베르니니,Bernini
베르니케,Wernicke
베르디,Verdi
베르셀리우스,Berzelius
베르코르,Vercors
베르크,Berg
베르테르,Werther
베르토,Berto
베르톨레,Berthollet
베르트람,Bertram
베르트랑,Bertrand
베르틀로,Berthelot
베르펠,Werfel
베르하렌,Verhaeren
베른슈타인,Bernstein
베른하임,Bernheim
베를렌,Verlaine
베를리너앙상블,Berliner
베를리오즈,Berlioz
엑토르,Hector
베를린블루,Berlin
베를린어필,Berlin
베를링구에르,Berlinguer
베리만,Bergman
베리에이션루트,variation
베링,Behring
베버,Weber
베버리지,Beveridge
베번,Bevan
베베른,Webern
베벨,Bebel
베벨기어,bevel
베브,Bev
베빈,Bevin
베사라비아,Bessarabia
베살리우스,Vesalius
베셀,Bessel
베소스,Vesaas
베스,Bes
베스타,Vesta
베스트멤버,best
베스트스웨터,vest
베스파시아누스,Vespasianus
베스푸치,Vespucci
베어레이딩,bear
베어링메탈,bearing
베어링박스,bearing
베어먼,Behrman
베어울프,Beowulf
베에르데,BRD
베유,Weil
베이럼,bay
베이브,Babe
베이비골프,baby
베이비세트,baby
베이비오일,baby
베이비파우더,baby
베이스드럼,bass
베이스라인,base
베이스바리톤,bass
베이스비올,bass
베이스클라리넷,bass
베이스클레프,bass
베이스튜바,bass
베이스트럼펫,bass
베이스트롬본,bass
베이스플루트,bass
베이시,Basie
베이식,basic
베이식잉글리시,Basic
베이킹파우더,baking
베이트슨,Bateson
베이퍼로크,vapor
베자,Beza
베처먼,Betjeman
베카리아,Beccaria
베켓,Becket
베크,Becque
베크렐,becquerel
베타나프톨,betanaphthol
베타메타손,betamethasone
베타버전,beta
베타카로틴,betacarotin
베타테스터,beta
베타테스트,beta
베터,better
베토벤,Beethoven
베트만홀베크,BethmannHollweg
베트민,Vietminh
베티,Betti
베하임,Behaim
베허,Becher
베히스툰,Behistun
벡터,Vector
벡터퍼텐셜,vector
벤,Behn
벤,Benn
벤,Venn
벤다이어그램,Venn
벤담,Bentham
제러미,Jeremy
벤더,vender
벤딩모멘트,bending
벤제드린,Benzedrine
벤조나테이트,Benzonatate
벤질알코올,benzyl
벤처비즈니스,venture
벤처캐피털,venture
벤처펀드,venture
벤치프레스,bench
벤투리,Venturi
벤트리스,Ventris
벨,Bayle
벨라트릭스,Bellatrix
벨러미,Bellamy
벨레로폰,Bellerophon
벨로나,Bellona
벨로시티마이크로폰,velocity
벨로페로네,Beloperone
벨리니,Bellini
벨리댄스,belly
벨리롤,belly
벨리사리우스,Belisarius
벨링스하우젠,Bellingshausen
벨만,Bellman
벨메탈,bell
벨모판,Belmopan
벨아미,BelAmi
벨트색,belt
벨트컨베이어,belt
벨트풀리,belt
벨하벤,Welhaven
벰보,Bembo
보건,bow
보나르,Bonnard
보나벤투라,Bonaventura
보너빌댐,Bonneville
보너스쿼터,bonus
보네,Bonnet
보노미,Bonomi
보니파키우스,Bonifacius
보닛,bonnet
보닝턴,Bonington
파크스,Parkes
보댕,Bodin
보더라이트,border
보더테리어,Border
보더프린트,border
보데,Bode
보들레르,Baudelaire
보디라인,bodyline
보디랭귀지,body
보디로션,body
보디마사지,body
보디블로,body
보디스윙,body
보디슬램,body
보디체크,body
보디팩,body
보디페인팅,body
보디프레스,body
보딩브리지,boarding
보레아스,Boreas
보렐,Borel
보로,Borrow
보로미니,Borromini
보르데,Bordet
보르자,Borgia
보르탁,VORTAC
보르하르트,Borchardt
보르헤르트,Borchert
보르헤스,Borges
보른,Born
보링바이트,boring
보링헤드,boring
보마르셰,Beaumarchais
보몽,Beaumont
보방,Vauban
보베리,Boveri
보부아르,Beauvoir
시몬,Simone
보브나르그,Vauvenargues
보샹,Beauchamp
보손,boson
보쉬에,Bossuet
보슈,Bosch
보스니아헤르체고비나,Bosnia
보스턴마라톤,Boston
보스턴백,Boston
보스턴테리어,Boston
보스틀시스템,Borstal
보애스,Boas
보어,Boer
보어,Bohr
보어마그네톤,Bohr
보어홀펌프,borehole
보엔,Bowen
보여이,Bolyai
보예르,Bojer
보위에,Boye
보이소프라노,boy
보이스,Beuys
보이스리코더,voice
보이스카우트,Boy
보이스타운,Boys
보이스트,Beust
보이아르도,Boiardo
보이텐조르히,Buitenzorg
보이티우스,Boethius
보일러셸,boiler
보줄라,Vaugelas
보즌켓,Bosanquet
보초니,Boccioni
움베르토,Umberto
보카치오,Boccaccio
보캉송,Vaucanson
보케리니,Boccherini
보크라인게임,balkline
보클랭,Vauquelin
보타이,bow
보탈로,Botallo
보텀패션,bottom
보테,Bothe
보테프,Botev
보토쿠도,Botocudo
보트네크라인,boat
보트노트,boat
보틀넥인플레이션,bottleneck
보틀랙,bottle
보티첼리,Botticelli
보프,Bopp
보헤미아댄스,Bohemia
복스,box
복싱링,boxing
본,Vaughan
본윌리엄스,Vaughan
본젤스,Bonsels
본차이나,bone
본템펠리,Bontempelli
본회퍼,Bonhoeffer
볼런터리체인,voluntary
볼로냐소시지,Bologna
볼륨레이쇼,volume
볼밀,ball
볼밸브,ball
볼베어링,ball
볼복스,volvox
볼복스글로바토르,Volvox
볼셰비즘,Bolshevism
볼츠만,Boltzmann
볼치,Balch
볼카운트,ball
볼테라,Volterra
볼테르,Voltaire
볼트,volt
볼트암페어,voltampere
볼펜,ball
볼프,Wolff
에셴바흐,Eschenbach
볼프람,Wolfram
볼프페라리,WolfFerrari
부닌,Bunin
부들레이아,buddleia
부랴트몽골,Buryat
부르농빌,Bournonville
부르델,Bourdelle
부르제,Bourget
부르주아,Bourgeois
부르크하르트,Burckhardt
부메디엔,Boumedienne
부세,Busse
부셰,Boucher
부셸,bushel
부소니,Busoni
부슈,Busch
부시도그,bush
부시먼,Bushman
부시코트,bush
부아기유베르,Boisguillebert
부아예,Boyer
부알로,Boileau
부에,Vouet
부이로봇,buoy
부차티,Buzzati
부탄가스,butane
부트섹터,boot
부틸알코올,butyl
부흐,Buch
부흐너,Buchner
부흐너플라스크,Buchner
북엔드,book
분젠,Bunsen
분젠버너,Bunsen
분트,Wundt
불,Boole
불,Boulle
불가닌라인,Bulganin
불도저탱크,bulldozer
불랑제,Boulanger
불테리어,bullterrier
불트만,Bultmann
뷔리당,Buridan
뷔송,Buisson
뷔야르,Vuillard
뷔퐁,Buffon
뷰카메라,view
뷰티사이클,beauty
뷰티에디터,beauty
뷰포인트,viewpoint
브라네르,Branner
브라네스,Brandes
브라만테,Bramante
브라상,Brassens
브라쇠르,Brasseur
브라스밴드,brass
브라운,Browne
브라운소스,brown
브라이디,Bridie
브라이트,Bright
브라이트스톡,bright
브라이트핑크,bright
브라인슈림프,brine
브라질너트,Brazil
브라크,Braque
브라헤,Brahe
브란트,Brant
브란트,Brandt
브란팅,Branting
브람,Brahm
브람스,Brahms
브래그,Bragg
브래드스트리트,Bradstreet
브래디키닌,bradykinin
브래튼,Brattain
브랙턴,Bracton
더,de
브랭귄,Brangwyn
브러시볼,brush
브런디지,Brundage
브레스트리토프스크,Brest
브레슬라우,Breslau
브레이크댄싱,break
브레이크드럼,brake
브레이크빔,brake
브레이크파이프,brake
브레인,Braine
브레인트러스트,brain
브레즈네프독트린,Brezhnev
브레턴우즈,Bretton
브레틸리움,Bretylium
브레히트,Brecht
브렌타노,Brentano
브로글리,Broglie
브로델,Braudel
브로드게이지,broad
브로칭머신,broaching
브로카,Broca
브로큰잉글리시,broken
브로큰힐,Broken
브론치노,Bronzino
브롬필드,Bromfield
브루넬,Brunel
브루넬레스코,Brunellesco
필리포,Filippo
브루신,brucine
브루크너,Bruckner
브루크만,Brugmann
브루클린브리지,Brooklyn
브루흐,Bruch
브룬펠스,Brunfels
브뤼앙,Bruant
브뤼주,Bruges
브르통,Breton
브리너,Brynner
브리앙,Briand
브리야사바랭,BrillatSavarin
브리외,Brieux
브리지먼,Bridgman
브리지크레인,bridge
브리지타운,Bridgetown
브리타니,Brittany
브리타니아,Britannia
브리튼,Britten
브리티시스타일,British
브리티시포크,British
브린들리,Brindley
브릴리언트컷,brilliant
브이넥,V
브이데이,V
브이벨트,V
브이블록,V
브이시아르,VCR
브이엠레코드,VM
브이오아르,VOR
브이유미터,VU
브이이데이,VE
브이존,V
브이지,VG
브이티아르,VTR
블라맹크,Vlaminck
블라슈,Blache
비센테,Vicente
블라스티시딘에스,Blasticidin
블라시스,Blasis
블랑샤르,Blanchard
블랑키,Blanqui
블랙게토,black
블랙내셔널리즘,black
블랙다이아몬드,black
블랙라켓,black
블랙마켓,black
블랙모슬렘,Black
블랙백,black
블랙샤프트,black
블랙시어터,Black
블랙저널리즘,black
블랙커피,black
블랙컨트리,Black
블랙코미디,black
블랙파워,Black
블랙페이스,black
블랙함부르크,Black
블랙허클베리,black
블랙홀,black
블랭크테스트,blank
블랭킷스티치,blanket
블랭킷에어리어,blanket
블랭킷클리어런스,blanket
블러드뱅크,blood
블런던,Blunden
블레이저코트,blazer
블레이크슬리,Blakeslee
블로몰딩,blow
블로일러,Bleuler
블로크,Bloch
블로킹사인,blocking
블록게이지,block
블록다이어그램,block
블록볼,block
블록브레이크,block
블록사인,block
블록시스템,block
블록체인,block
블록체크,block
블록카피,block
블롱델,Blondel
블루라인,blue
블루리본,blue
블루멘바흐,Blumenbach
블루밍,blooming
블루벨트,blue
블루아,Bloy
블루치즈,blue
블루칩,blue
블루필름,blue
블룸,Blum
블룸즈버리그룹,Bloomsbury
블릭센,Blixen
비가노,Vigano
비겔란,Vigeland
비그만,Wiegmann
비네,Binet
비네그레트소스,vinaigrette
비뇰라,Vignola
비니,Vigny
비니언,Binyon
로런스,Laurence
비니타일,Vinytile
비닐아세틸렌,vinyl
비닐알코올,vinyl
비닐페인트,vinyl
비닐하우스,vinyl
비달,Widal
비디오게임,video
비디오디스크플레이어,videodisk
비디오무비,video
비디오아트,video
비디오자키,video
비디오카메라,video
비디오카세트,video
비디오카세트리코더,video
비디오컴프,video
비디오테이프,video
비디오테이프리코더,video
비디오패키지,video
비라코차,Viracocha
비르,birr
비르타넨,Virtanen
비발디,Vivaldi
비버브룩,Beaverbrook
비베스,Vives
비비에나,Bibiena
비샤,Bichat
비숍슬리브,bishop
비스코스레이온,viscose
비스코스스펀지,viscose
비스콘티,Visconti
루키노,Luchino
비스타비전,Vista
비슬리체누스,Wislicenus
비시지,BCG
비아이에스,BIS
비악,Biak
비야,Villa
비어스,Bierce
비어홀,beer
비에니아프스키,Wieniawski
비에이엘,BAL
비에이치시,BHC
비엔나소시지,Vienna
비엔나왈츠,Vienna
비엔나커피,Vienna
비오,Viau
비오,Biot
비오스,bios
비오코,Bioko
비오티,Viotti
비오페르민,Biofermin
비올레르뒤크,ViolletleDuc
비외탕,Vieuxtemps
비용,Villon
비저,Wieser
비제,Bizet
비주얼디자인,visual
비주얼랭귀지,visual
비주얼커뮤니케이션,visual
비즈니스게임,business
비즈니스닥터,business
비즈니스유니언,business
비즈니스코스트,business
비즈니스호텔,business
비첨,Beecham
비츠,Witz
비치가운,beach
비코,Vico
서틴,thirteen
식스,six
투,two
트웰브,twelve
비토리니,Vittorini
에마누엘레,Emanuele
비트루비우스,Vitruvius
폴리오,Pollio
비트제너레이션,beat
비트키에비치,Witkiewicz
비틀스,The
비티유,BTU
비티히,Wittig
비프스튜,beef
비피아이,BPI
비헤르트,Wiechert
빅게임,big
빅뉴스,big
빅밴드,big
빅벤,Big
빅셀,Wicksell
빅애플,Big
빅토리아니즘,Victorianism
빅토리아랜드,Victoria
빅토리아론,victoria
빅혼,bighorn
빈다우스,Windaus
빈델반트,Windelband
빈딩,Binding
빈볼,bean
빈스방거,Binswanger
빈어필,Wien
빈치,Vinci
빈탄,Bintan
클로딩,clothing
빌게,Bilge
빌더카드,builder
빌드라크,Vildrac
빌라니,Villani
빌라데스테,Villa
빌란트,Wieland
빌레잉핀,belaying
빌리언일렉트론볼트,billion
빌리에,Villiers
드릴라당,de
빌리켄,Billiken
빌릿,billet
빌브로커,bill
마이스터,Meister
빔,BIEM
빔라이더,beam
빔안테나,beam
빔컴퍼스,beam
빙켈만,Winckelmann
요아힘,Joachim
빙클러,Winkler
사거,saga
사닌,Sanin
사다트,Sadat
사도베아누,Sadoveanu
미하일,Mihail
사라가트,Saragat
사라센,Saracen
사란,Saran
사로스,Saros
사로얀,Saroyan
사르곤,Sargon
사르두,Sardou
사르디스,Sardis
사르마티아,Sarmatia
사르미엔토,Sarmiento
사르코글리아,sarcoglia
사르코이도시스,sarcoidosis
사르토,Sarto
사르트,Sart
사르트르,Sartre
사르페돈,Sarpedon
사리얀,Sariyan
사맹,Samain
사모리,Samori
사모스,Samos
사모예드,samoyed
사무엘,Samuel
사바르,Savart
사바스,Sabbath
사바티에,Sabatier
사보나롤라,Savonarola
사비니,Savigny
사비에르,Xavier
사비트르,Savitr
사빈코프,Savinkov
사양,Saillant
사우디,Southey
사우스웨스트,southwest
사우스조지아,South
사운드,The
오브,Sound
뮤직,of
사운드트랙,sound
사운드필름,sound
사울,Saul
사워가스,sour
사워밀크,sour
사워애플,sour
사워크림,sour
사이드,Said
파샤,Pasha
사이드드럼,side
사이드미러,side
사이드벤츠,side
사이드브레이크,side
사이드스테핑,sidestepping
사이드스텝,side
사이드스트라이드,side
사이드암스로,sidearm
사이드와인더,side
사이드타이틀,side
사이드포켓,side
사이러트론,thyratron
사이렌,Siren
사이밍턴,Symington
사이버네틱스,Cybernetics
사이클로세린,cycloserine
사이클로이드기어,cycloid
사이클로프로판,cyclopropan
사이클카운트,cycle
사이클히트,cycle
사이키,Psyche
사이키델릭아트,psychedelic
사이트빌,sight
사이펀,siphon
사이페르트,Seifert
사인커브,sine
사인플레이,sign
사조노프,Sazonov
사카로미세스,Saccharomyces
사케리,Saccheri
사케티,Sacchetti
사투르누스,Saturnus
사파리룩,safari
산나차로,Sannazzaro
산소비노,Sansovino
산자야,Sanjaya
산초,Sancho
판사,Panza
루치아,Lucia
산타안나,Santa
산토리오,Santorio
살레유,Saleilles
살레지오,Salesio
살로그,Sallog
살로메,Salome
살류트,Salyut
세라노,Serrano
살리실알코올,salicyl
살리에리,Salieri
살몽,Salmon
살비니,Salvini
살코점프,Salchow
삼마르티니,Sammartini
삼손과,SamsonDelilah
상갈로,Sangallo
상드,Sand
상팀,centime
새들백,saddle
